2162635	0.996	1.2	55008	291.9776	37.5326
3346436	0.84	0.9	55828	292.4968	38.4627
3625986	0.75	12	55234	284.7664	38.7935
4042088	0.983	0.4	55449	286.8895	39.1074
4073089	0.67	0.7	56222	295.4901	39.1059
4585946	0.89	0.8	54969	297.3779	39.6685
4755159	0.9	0.8	55104	294.1376	39.8821
5109854	0.87	0.5	55125	294.6938	40.292
5125633	0.92	0.4	55503	298.1539	40.2474
5456365	0.95	0.7	56031	294.1284	40.6823
5480825	0.992	1.5	55194	299.5369	40.6708
6751029	0.88	0.3	55139	281.3179	42.2645
6889430	0.87	2	55194	298.3608	42.3808
7200282	0.945	0.4	55632	291.7615	42.7566
7222362	0.6	0.6	55284	297.5835	42.7721
7282080	0.965	0.2	55539	291.8008	42.8907
7288354	0.965	0.2	55235	293.7429	42.862
7533340	0.98	0.8	55819	293.4575	43.1115
7732233	0.8	0.2	55306	282.2236	43.4657
7875441	0.93	1	55534	284.9639	43.6527
7944566	0.8	0.5	55549	285.1083	43.7168
7971363	0.965	1.5	55507	295.6284	43.7571
8056313	0.88	1.5	56053	299.735	43.8779
8648356	0.98	0.75	55357	299.1302	44.7447
9466335	0.93	35	55334	292.4365	46.0956
9702891	0.82	1.1	55062	288.4751	46.4646
9730194	0.9	1	55277	298.7442	46.4508
9970525	0.9988	0.3	54972	298.7442	46.8301
10058021	0.985	0.3	55433	283.7151	47.0321
10403228	0.955	2	55777	291.2267	47.55
10613792	0.975	0.4	55773	296.8537	47.8918
11038446	0.94	0.3	55322	295.7166	48.5419
